                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.43588,                0.52717,                 1.0857,                0.68578,                 0.8304,                0.80901,                0.38905,                 2.0269,                 1.1171,                 4.5157,               0.004918,               0.004918,               0.004918
                    156,                0.43356,                0.51435,                 1.0811,                0.82039,                 0.7374,                0.83332,                0.39022,                 2.0668,                 1.2811,                 4.6436,               0.004885,               0.004885,               0.004885
                    157,                0.43588,                0.52646,                 1.0877,                0.81449,                0.75622,                0.83818,                0.38096,                 2.0864,                 1.1804,                 4.7291,               0.004852,               0.004852,               0.004852
                    158,                0.42811,                0.51916,                 1.0779,                0.74049,                0.85169,                0.84168,                0.37734,                 2.1006,                 1.1102,                 4.7135,               0.004819,               0.004819,               0.004819
                    159,                0.42289,                 0.5158,                 1.0787,                0.76887,                   0.81,                0.84355,                0.39343,                 2.0481,                 1.1354,                  4.636,               0.004786,               0.004786,               0.004786
                    160,                0.43201,                0.51149,                 1.0833,                0.77292,                0.85462,                0.85335,                0.39253,                 2.0606,                 1.1341,                 4.6895,               0.004753,               0.004753,               0.004753
                    161,                0.43209,                0.50939,                 1.0853,                0.78081,                0.80687,                0.85354,                0.39828,                 2.0353,                 1.0635,                 4.5592,                0.00472,                0.00472,                0.00472
                    162,                0.43843,                0.51071,                 1.0873,                0.80371,                0.81515,                0.87595,                 0.4013,                 2.0568,                 1.0053,                 4.6801,               0.004687,               0.004687,               0.004687
                    163,                0.42198,                0.50199,                 1.0756,                0.79173,                   0.82,                 0.8599,                0.39271,                  2.091,                 1.0483,                 4.6651,               0.004654,               0.004654,               0.004654
                    164,                0.42891,                0.51575,                 1.0832,                0.71135,                0.83992,                0.83928,                 0.3855,                 2.0478,                 1.1427,                 4.5188,               0.004621,               0.004621,               0.004621
                    165,                 0.4236,                0.50221,                 1.0745,                0.72182,                   0.84,                0.84093,                0.37996,                 2.0598,                 1.1924,                 4.6198,               0.004588,               0.004588,               0.004588
                    166,                0.42416,                0.51045,                 1.0732,                 0.7107,                   0.85,                0.84218,                0.38873,                  2.083,                 1.1228,                 4.6327,               0.004555,               0.004555,               0.004555
                    167,                0.43173,                0.51067,                 1.0816,                0.77862,                0.84829,                0.83934,                0.38775,                 2.0674,                 1.1096,                 4.7309,               0.004522,               0.004522,               0.004522
                    168,                0.43629,                0.51178,                 1.0893,                0.80792,                   0.84,                0.86643,                 0.3872,                 2.0776,                 1.0629,                 4.6819,               0.004489,               0.004489,               0.004489
                    169,                0.42865,                0.50914,                 1.0794,                0.81508,                0.80266,                0.85575,                0.38758,                 2.0672,                 1.1026,                 4.6304,               0.004456,               0.004456,               0.004456
                    170,                0.43109,                0.52538,                  1.078,                0.74767,                0.82814,                0.83897,                0.38308,                 2.0425,                 1.1312,                 4.5649,               0.004423,               0.004423,               0.004423
                    171,                0.42561,                0.49342,                 1.0779,                0.73933,                0.83357,                0.84189,                0.39002,                 2.0207,                 1.1064,                  4.565,                0.00439,                0.00439,                0.00439
                    172,                0.42613,                0.49972,                 1.0825,                 0.7663,                0.82188,                0.85112,                0.38654,                 2.0313,                 1.0871,                 4.5664,               0.004357,               0.004357,               0.004357
                    173,                 0.4198,                0.49024,                 1.0716,                0.79939,                   0.79,                0.84538,                0.37948,                 2.0927,                 1.0708,                 4.7949,               0.004324,               0.004324,               0.004324
                    174,                0.42733,                0.49874,                  1.079,                0.81817,                0.76614,                0.84495,                0.37599,                 2.1034,                 1.0095,                 4.7891,               0.004291,               0.004291,               0.004291
                    175,                0.43208,                0.50651,                 1.0863,                0.78877,                0.84412,                0.86116,                0.38104,                 2.1173,                 1.0606,                 4.7776,               0.004258,               0.004258,               0.004258
                    176,                0.41806,                0.48938,                 1.0831,                0.77729,                0.81331,                0.85205,                0.38398,                 2.0834,                  1.087,                 4.6265,               0.004225,               0.004225,               0.004225
                    177,                 0.4208,                0.49186,                 1.0767,                 0.7175,                   0.84,                0.84643,                 0.3865,                 2.0742,                 1.0924,                 4.5461,               0.004192,               0.004192,               0.004192
                    178,                0.42785,                0.49147,                 1.0855,                0.69567,                0.83176,                0.84227,                0.38633,                 2.0628,                 1.0739,                 4.4643,               0.004159,               0.004159,               0.004159
                    179,                 0.4155,                0.49203,                 1.0712,                0.71963,                0.82827,                0.84295,                0.38348,                 2.0534,                 1.0978,                 4.5651,               0.004126,               0.004126,               0.004126
                    180,                0.41707,                0.48447,                 1.0714,                0.71967,                0.84951,                 0.8201,                0.37443,                 2.0821,                 1.0704,                 4.6841,               0.004093,               0.004093,               0.004093
                    181,                0.43156,                0.48894,                 1.0872,                0.73928,                0.85809,                0.85671,                0.39091,                  2.104,                 1.0698,                 4.6379,                0.00406,                0.00406,                0.00406
                    182,                0.41829,                0.47705,                 1.0735,                0.77468,                0.83809,                0.86204,                0.38959,                 2.0969,                  1.045,                 4.5338,               0.004027,               0.004027,               0.004027
                    183,                0.42041,                 0.4901,                 1.0769,                0.79368,                0.82817,                0.85573,                 0.3907,                 2.0802,                  1.103,                 4.4083,               0.003994,               0.003994,               0.003994
                    184,                0.40977,                0.47416,                 1.0704,                0.76198,                0.85167,                0.86307,                0.39154,                  2.069,                 1.1144,                 4.3929,               0.003961,               0.003961,               0.003961
                    185,                0.42346,                0.48921,                 1.0809,                0.79311,                   0.88,                0.86346,                 0.3993,                 2.0295,                 1.1082,                  4.362,               0.003928,               0.003928,               0.003928
                    186,                0.41797,                0.47514,                 1.0698,                0.78939,                0.87852,                0.85387,                0.38704,                 2.0363,                  1.107,                 4.3961,               0.003895,               0.003895,               0.003895
                    187,                0.40854,                0.47678,                 1.0728,                0.78202,                0.84895,                0.85189,                0.38972,                 2.0583,                 1.0895,                 4.4973,               0.003862,               0.003862,               0.003862
