                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3102,                 2.9286,                 1.8592,                0.44597,                0.86565,                0.50147,                0.24561,                 1.7735,                 1.9875,                 3.1195,               0.003332,               0.003332,               0.003332
                      2,                 1.0913,                 2.1818,                 1.6242,                0.46137,                   0.92,                0.58268,                0.24411,                 1.9693,                 2.0302,                 3.6911,              0.0066434,              0.0066434,              0.0066434
