                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 0.6359,                 1.0013,                 1.2108,                 0.4957,                    0.8,                0.69634,                0.34218,                 1.9501,                 1.1859,                  3.916,               0.009175,               0.009175,               0.009175
                     27,                0.64047,                0.96368,                 1.2145,                0.58724,                0.65778,                0.71295,                0.37568,                 1.8632,                 1.3025,                 3.5185,               0.009142,               0.009142,               0.009142
                     28,                0.62717,                0.97408,                 1.2073,                0.47214,                0.89483,                0.70234,                0.30456,                 2.0068,                 1.5648,                 3.7442,               0.009109,               0.009109,               0.009109
                     29,                  0.624,                0.98098,                 1.2007,                0.74769,                0.63839,                0.73231,                0.32665,                 2.0155,                 1.3925,                 3.8644,               0.009076,               0.009076,               0.009076
                     30,                0.62946,                0.96339,                 1.2029,                0.45813,                   0.79,                0.61374,                0.31701,                 1.8263,                 1.3348,                 3.5613,               0.009043,               0.009043,               0.009043
                     31,                0.61615,                0.95335,                 1.1925,                0.50657,                0.76631,                 0.6408,                0.33964,                 1.8293,                 1.6296,                   3.57,                0.00901,                0.00901,                0.00901
                     32,                0.60218,                0.95883,                 1.1854,                0.69033,                0.74566,                0.76978,                0.39794,                 1.7374,                 1.1046,                 3.5598,               0.008977,               0.008977,               0.008977
                     33,                0.60958,                0.95045,                 1.1896,                 0.4882,                   0.82,                0.73882,                0.37905,                 1.7136,                 1.3333,                 3.4228,               0.008944,               0.008944,               0.008944
                     34,                0.60974,                0.94055,                 1.1881,                0.56552,                   0.77,                0.67498,                0.34387,                 1.7989,                 1.7562,                 3.5674,               0.008911,               0.008911,               0.008911
                     35,                0.60276,                0.93285,                 1.1828,                0.47994,                    0.9,                0.71063,                  0.345,                 1.8733,                 1.2731,                 3.6451,               0.008878,               0.008878,               0.008878
                     36,                 0.6068,                0.94943,                 1.1896,                0.57722,                0.78464,                0.67498,                0.35306,                 1.8116,                 1.2901,                 3.5726,               0.008845,               0.008845,               0.008845
                     37,                0.59411,                0.93678,                 1.1903,                0.47809,                   0.87,                0.72595,                0.35541,                 1.8867,                 1.2625,                 3.9045,               0.008812,               0.008812,               0.008812
                     38,                0.60397,                0.93312,                 1.1843,                0.55094,                 0.8199,                0.70892,                0.34196,                  1.747,                  1.257,                 3.4264,               0.008779,               0.008779,               0.008779
                     39,                0.58554,                 0.9326,                 1.1781,                0.51412,                   0.79,                0.72493,                0.34313,                 1.8979,                 1.5783,                 3.7003,               0.008746,               0.008746,               0.008746
                     40,                0.59284,                0.92036,                 1.1868,                0.45926,                   0.83,                0.68039,                0.34187,                 1.8979,                 1.3903,                  3.775,               0.008713,               0.008713,               0.008713
                     41,                0.58884,                0.91704,                 1.1781,                0.52039,                   0.76,                0.70158,                 0.3404,                 1.8597,                 1.3401,                 3.7649,                0.00868,                0.00868,                0.00868
                     42,                0.58793,                0.92321,                 1.1862,                0.59209,                   0.79,                0.71204,                0.36248,                 1.8168,                 1.1636,                 3.4672,               0.008647,               0.008647,               0.008647
                     43,                0.58886,                0.90942,                 1.1848,                0.49043,                 0.8511,                0.67532,                0.31787,                 2.0098,                 1.4228,                 3.9132,               0.008614,               0.008614,               0.008614
                     44,                0.58373,                0.91417,                 1.1706,                0.66534,                   0.73,                 0.7929,                0.35544,                 1.9478,                  1.219,                 3.8938,               0.008581,               0.008581,               0.008581
                     45,                0.57583,                0.90907,                 1.1727,                 0.6458,                   0.71,                0.75616,                0.35321,                  1.966,                  1.173,                 3.9273,               0.008548,               0.008548,               0.008548
                     46,                 0.5857,                0.91979,                 1.1768,                0.66524,                    0.7,                0.76109,                0.37205,                 1.9157,                 1.0901,                 3.9592,               0.008515,               0.008515,               0.008515
                     47,                0.58445,                0.90974,                 1.1838,                0.61803,                0.71481,                0.74428,                0.36909,                 1.8865,                 1.2006,                 3.7976,               0.008482,               0.008482,               0.008482
                     48,                0.58176,                0.90917,                 1.1777,                0.54326,                   0.72,                 0.6545,                0.34196,                  1.838,                 1.1811,                 3.6028,               0.008449,               0.008449,               0.008449
                     49,                0.57537,                0.90953,                 1.1713,                0.54806,                   0.76,                0.71128,                0.36156,                 1.8692,                 1.2759,                  3.807,               0.008416,               0.008416,               0.008416
                     50,                0.57291,                0.88806,                 1.1697,                0.57889,                0.79151,                0.73663,                0.34806,                 1.9572,                 1.1715,                 3.9143,               0.008383,               0.008383,               0.008383
                     51,                 0.5855,                0.89817,                 1.1787,                0.55197,                0.73995,                0.69996,                0.35032,                 1.8743,                 1.2468,                 3.7674,                0.00835,                0.00835,                0.00835
                     52,                 0.5772,                0.90072,                 1.1756,                0.57878,                0.77754,                0.76717,                0.38383,                 1.8066,                 1.0845,                  3.537,               0.008317,               0.008317,               0.008317
                     53,                0.55732,                0.89987,                 1.1612,                0.47993,                   0.79,                0.69347,                 0.3631,                 1.8175,                 1.2479,                 3.6348,               0.008284,               0.008284,               0.008284
                     54,                0.55961,                0.88384,                 1.1624,                 0.5026,                0.88012,                0.69939,                0.35622,                 1.8533,                 1.3364,                 3.8035,               0.008251,               0.008251,               0.008251
                     55,                   0.57,                0.88923,                 1.1689,                0.55784,                0.79808,                0.71554,                0.36463,                 1.8387,                 1.1195,                 3.8555,               0.008218,               0.008218,               0.008218
                     56,                0.55811,                0.88458,                 1.1696,                 0.6146,                0.72852,                0.67767,                0.32345,                 1.8675,                 1.1996,                 3.4588,               0.008185,               0.008185,               0.008185
                     57,                0.57427,                0.87897,                 1.1722,                0.52923,                   0.81,                0.70691,                0.34993,                 1.9448,                 1.1684,                  4.233,               0.008152,               0.008152,               0.008152
                     58,                0.55687,                0.88111,                 1.1633,                0.73953,                0.66957,                0.77771,                0.35046,                 1.9729,                 1.2531,                 4.0549,               0.008119,               0.008119,               0.008119
                     59,                0.56592,                0.87115,                 1.1701,                0.51187,                0.84157,                 0.6894,                0.33318,                 1.9559,                 1.1643,                 4.0888,               0.008086,               0.008086,               0.008086
                     60,                0.56568,                0.87029,                 1.1707,                0.59525,                 0.7536,                0.73349,                0.34035,                 1.9593,                  1.091,                  3.838,               0.008053,               0.008053,               0.008053
                     61,                0.55272,                0.86896,                 1.1545,                 0.5305,                0.80779,                0.65685,                0.34322,                 1.8349,                   1.12,                 3.7554,                0.00802,                0.00802,                0.00802
                     62,                0.56226,                0.87647,                 1.1617,                0.62226,                0.74413,                0.75173,                0.38708,                 1.8156,                 1.1003,                 3.6163,               0.007987,               0.007987,               0.007987
                     63,                0.55304,                0.87006,                  1.159,                0.55231,                   0.82,                0.71941,                0.36104,                 1.8164,                 1.1438,                 3.7483,               0.007954,               0.007954,               0.007954
                     64,                0.54935,                0.86389,                 1.1595,                0.68254,                   0.69,                0.73597,                0.37965,                 1.8498,                 1.1389,                 3.6259,               0.007921,               0.007921,               0.007921
                     65,                0.54764,                0.86015,                 1.1581,                0.56816,                   0.83,                0.76191,                0.38007,                 1.8095,                 1.0594,                 3.6475,               0.007888,               0.007888,               0.007888
                     66,                0.54993,                0.87113,                 1.1501,                0.75218,                   0.71,                0.78934,                0.36847,                  1.897,                 1.1552,                 4.0704,               0.007855,               0.007855,               0.007855
                     67,                 0.5561,                0.86985,                 1.1588,                0.48831,                   0.86,                0.70483,                 0.3555,                 1.9051,                 1.2615,                 3.8431,               0.007822,               0.007822,               0.007822
                     68,                0.55415,                0.88053,                 1.1603,                0.71889,                 0.7273,                0.77796,                0.36441,                 1.8473,                  1.145,                 3.8013,               0.007789,               0.007789,               0.007789
                     69,                0.55129,                 0.8616,                 1.1649,                0.60099,                0.73615,                0.75278,                0.38733,                 1.8282,                 1.1507,                 3.6565,               0.007756,               0.007756,               0.007756
                     70,                0.54101,                0.86434,                 1.1542,                0.53268,                0.85548,                 0.6892,                0.34838,                 1.8524,                 1.1949,                 3.6727,               0.007723,               0.007723,               0.007723
                     71,                0.55062,                0.85155,                 1.1609,                0.56651,                0.74032,                 0.7094,                 0.3496,                  1.955,                  1.159,                 4.2011,                0.00769,                0.00769,                0.00769
                     72,                0.54729,                0.84666,                 1.1545,                0.60194,                   0.79,                0.72627,                0.34688,                 1.8792,                   1.23,                 3.8088,               0.007657,               0.007657,               0.007657
                     73,                0.54772,                0.85194,                 1.1574,                0.49192,                   0.87,                 0.7211,                0.35386,                 1.9005,                 1.1931,                 3.8242,               0.007624,               0.007624,               0.007624
                     74,                0.53775,                0.84976,                 1.1548,                0.52444,                0.76544,                0.71434,                0.35874,                  1.935,                 1.3798,                 4.0723,               0.007591,               0.007591,               0.007591
                     75,                0.53827,                0.85292,                 1.1554,                0.59948,                0.82171,                0.77017,                0.38269,                 1.8997,                 1.0492,                 3.8139,               0.007558,               0.007558,               0.007558
                     76,                0.53718,                0.83934,                  1.147,                0.48432,                   0.85,                0.70784,                0.34941,                 1.8975,                 1.2703,                 3.9236,               0.007525,               0.007525,               0.007525
                     77,                0.53818,                0.84247,                 1.1505,                0.72068,                   0.74,                0.79695,                0.38202,                 1.8675,                 1.0858,                 3.5957,               0.007492,               0.007492,               0.007492
                     78,                0.53096,                0.83772,                  1.144,                0.62422,                0.78658,                0.72588,                0.36981,                 1.8566,                 1.0987,                 3.8533,               0.007459,               0.007459,               0.007459
                     79,                 0.5373,                0.83393,                 1.1583,                0.65969,                0.79736,                0.76537,                0.35633,                 1.8964,                 1.1386,                   3.86,               0.007426,               0.007426,               0.007426
                     80,                0.52814,                0.83915,                 1.1419,                 0.6253,                   0.78,                0.77568,                0.37752,                 1.8092,                 1.1011,                 3.6783,               0.007393,               0.007393,               0.007393
                     81,                0.53832,                0.82874,                 1.1544,                0.66532,                   0.72,                0.79644,                0.37872,                 1.8714,                  1.123,                 3.7263,                0.00736,                0.00736,                0.00736
                     82,                0.53695,                0.83311,                 1.1485,                0.60247,                   0.74,                0.71951,                0.38458,                 1.9031,                 1.1069,                 4.0765,               0.007327,               0.007327,               0.007327
                     83,                0.53906,                0.82899,                 1.1509,                0.51718,                   0.84,                0.71223,                0.34635,                 1.9219,                  1.268,                 4.0346,               0.007294,               0.007294,               0.007294
                     84,                0.51809,                0.82422,                 1.1338,                0.53635,                0.85435,                0.71797,                0.35799,                  1.819,                 1.1337,                 3.6425,               0.007261,               0.007261,               0.007261
                     85,                0.53633,                0.82318,                 1.1515,                0.52031,                   0.74,                0.71648,                0.34684,                 1.8616,                  1.395,                 3.8788,               0.007228,               0.007228,               0.007228
                     86,                0.53469,                0.82622,                 1.1503,                0.53552,                0.83964,                0.70724,                0.33619,                 1.9296,                 1.1327,                 3.9011,               0.007195,               0.007195,               0.007195
                     87,                0.53692,                0.82568,                 1.1541,                0.69714,                0.70622,                0.75981,                0.36527,                 1.8572,                 1.0798,                 3.7767,               0.007162,               0.007162,               0.007162
                     88,                0.54008,                0.81987,                 1.1516,                0.54676,                   0.82,                0.72168,                0.36367,                  1.827,                 1.2376,                 3.6002,               0.007129,               0.007129,               0.007129
                     89,                0.52359,                0.82108,                 1.1394,                  0.512,                   0.83,                0.70089,                0.34407,                  1.948,                 1.2237,                  4.188,               0.007096,               0.007096,               0.007096
                     90,                0.52433,                0.82283,                 1.1436,                0.52993,                   0.82,                0.74753,                 0.3625,                 1.8495,                 1.1607,                  3.812,               0.007063,               0.007063,               0.007063
                     91,                0.52296,                0.81808,                  1.141,                0.78601,                   0.65,                0.76907,                0.36876,                 1.8945,                 1.1271,                 3.8044,                0.00703,                0.00703,                0.00703
                     92,                0.53192,                0.83406,                 1.1525,                 0.5945,                    0.8,                0.73382,                0.35146,                 1.8745,                 1.1249,                 3.6526,               0.006997,               0.006997,               0.006997
                     93,                0.51244,                0.82188,                 1.1343,                0.65413,                0.74612,                0.77192,                0.36767,                 1.8772,                 1.1216,                 3.7994,               0.006964,               0.006964,               0.006964
                     94,                0.52931,                0.80629,                 1.1502,                0.53566,                0.85455,                0.71352,                0.35163,                  1.907,                  1.162,                 3.9362,               0.006931,               0.006931,               0.006931
                     95,                0.52092,                0.81307,                  1.145,                0.67663,                   0.78,                0.76976,                0.36239,                 1.8807,                 1.1149,                 3.8729,               0.006898,               0.006898,               0.006898
                     96,                0.51823,                0.81686,                 1.1422,                0.55644,                   0.79,                0.73605,                0.36617,                  1.844,                 1.0189,                 3.5795,               0.006865,               0.006865,               0.006865
                     97,                0.51154,                0.78855,                 1.1316,                0.52887,                0.81329,                0.69787,                0.35998,                 1.8629,                 1.0991,                  3.634,               0.006832,               0.006832,               0.006832
                     98,                0.52563,                0.80364,                 1.1462,                0.55139,                   0.82,                0.69433,                0.34177,                 1.9783,                 1.1531,                 3.9462,               0.006799,               0.006799,               0.006799
                     99,                0.52662,                0.81328,                  1.142,                0.54733,                   0.84,                0.75599,                0.37275,                 1.8843,                 1.1797,                 3.8578,               0.006766,               0.006766,               0.006766
                    100,                0.52334,                0.80335,                 1.1442,                0.53553,                   0.77,                0.72052,                0.34747,                 1.8754,                 1.3089,                 3.9333,               0.006733,               0.006733,               0.006733
                    101,                0.51381,                0.78569,                 1.1349,                0.65746,                   0.74,                0.71462,                 0.3622,                   1.89,                 1.1482,                 4.0082,                 0.0067,                 0.0067,                 0.0067
                    102,                0.52567,                 0.8006,                 1.1402,                0.58578,                0.79975,                0.72838,                0.36847,                 1.8847,                  1.065,                  4.021,               0.006667,               0.006667,               0.006667
                    103,                0.52081,                0.79813,                 1.1413,                0.51435,                   0.84,                0.71255,                0.35265,                 1.9245,                  1.333,                 3.9669,               0.006634,               0.006634,               0.006634
                    104,                0.49994,                0.79738,                 1.1291,                0.53002,                   0.84,                0.73554,                0.35147,                  1.882,                 1.2001,                 3.8645,               0.006601,               0.006601,               0.006601
                    105,                0.52166,                0.79495,                 1.1432,                0.62685,                0.76835,                0.76949,                0.37202,                 1.8926,                 1.1067,                 3.6501,               0.006568,               0.006568,               0.006568
                    106,                0.51729,                0.79656,                 1.1325,                0.54945,                   0.78,                0.68879,                0.33375,                 1.9059,                 1.2201,                 3.9804,               0.006535,               0.006535,               0.006535
                    107,                0.52041,                0.78375,                 1.1394,                0.55809,                    0.8,                0.72201,                0.34889,                 1.9144,                 1.0317,                 3.9668,               0.006502,               0.006502,               0.006502
                    108,                0.50511,                0.80036,                 1.1338,                 0.5584,                0.80739,                0.73415,                0.36163,                 1.8846,                 1.1149,                 3.8894,               0.006469,               0.006469,               0.006469
                    109,                 0.5098,                0.79833,                 1.1347,                0.67214,                0.73927,                0.79636,                0.38409,                  1.835,                 1.1628,                 3.8084,               0.006436,               0.006436,               0.006436
                    110,                0.51604,                 0.7914,                 1.1416,                0.55698,                   0.86,                0.70811,                0.34774,                   1.91,                 1.0421,                 3.9278,               0.006403,               0.006403,               0.006403
                    111,                0.51818,                0.77531,                 1.1399,                0.59422,                   0.73,                0.74948,                0.36624,                 1.8813,                 1.0382,                 3.7042,                0.00637,                0.00637,                0.00637
                    112,                0.50782,                0.77504,                 1.1301,                0.61039,                0.70215,                0.74996,                0.36803,                 1.9337,                 1.1249,                 4.0945,               0.006337,               0.006337,               0.006337
                    113,                0.50751,                0.78378,                 1.1305,                0.57701,                0.82525,                0.76742,                0.38753,                  1.902,                 1.0291,                  4.032,               0.006304,               0.006304,               0.006304
                    114,                0.49731,                0.76814,                 1.1221,                0.57348,                   0.85,                0.72835,                 0.3512,                 1.9689,                 1.1132,                 4.0553,               0.006271,               0.006271,               0.006271
                    115,                0.50878,                0.77796,                 1.1291,                0.53444,                0.89303,                0.72265,                0.36563,                 1.8838,                 1.0373,                 3.7835,               0.006238,               0.006238,               0.006238
                    116,                0.49902,                 0.7796,                 1.1262,                0.63096,                   0.84,                0.74108,                0.36343,                 1.9028,                 1.0603,                 3.8172,               0.006205,               0.006205,               0.006205
                    117,                0.50231,                0.77613,                  1.126,                0.61575,                 0.7977,                 0.7154,                0.34657,                 1.8968,                 1.0737,                 3.9266,               0.006172,               0.006172,               0.006172
                    118,                0.50346,                0.77063,                 1.1254,                0.67146,                   0.67,                0.69391,                0.35049,                 1.9023,                 1.1645,                 3.8472,               0.006139,               0.006139,               0.006139
                    119,                0.49581,                0.77217,                 1.1245,                 0.6267,                 0.8408,                 0.7259,                0.36196,                 1.9034,                 1.0505,                 3.9553,               0.006106,               0.006106,               0.006106
                    120,                 0.5069,                0.76916,                 1.1342,                0.58078,                0.87222,                0.73848,                0.35896,                 1.9162,                 1.0925,                 4.0332,               0.006073,               0.006073,               0.006073
                    121,                0.50255,                0.76415,                 1.1308,                0.65326,                   0.75,                0.76613,                0.36426,                 1.9068,                 1.0888,                 3.9216,                0.00604,                0.00604,                0.00604
                    122,                 0.4962,                0.76307,                 1.1296,                0.70625,                0.75359,                0.78328,                0.36801,                 1.9107,                 1.0296,                 4.0242,               0.006007,               0.006007,               0.006007
                    123,                0.51388,                0.76306,                 1.1335,                0.77747,                0.74025,                0.80508,                0.37678,                 1.8681,                 1.0874,                  3.928,               0.005974,               0.005974,               0.005974
                    124,                0.49284,                0.74085,                 1.1212,                0.63493,                 0.7391,                0.74403,                0.36222,                 1.8901,                 1.1388,                 3.9096,               0.005941,               0.005941,               0.005941
                    125,                0.48534,                0.75365,                 1.1119,                0.60923,                0.86137,                0.77484,                0.36551,                 1.9132,                 1.0284,                 4.0428,               0.005908,               0.005908,               0.005908
                    126,                0.50191,                0.76275,                 1.1322,                0.66411,                0.78738,                0.79441,                0.37092,                 1.8906,                 1.0762,                 3.8607,               0.005875,               0.005875,               0.005875
                    127,                0.49833,                0.73776,                 1.1217,                 0.6163,                0.79093,                0.76634,                0.36346,                 1.9026,                 1.1014,                 3.9426,               0.005842,               0.005842,               0.005842
                    128,                0.49354,                0.75122,                 1.1231,                0.59814,                0.80335,                0.74234,                0.34535,                 1.9436,                   1.05,                 4.0112,               0.005809,               0.005809,               0.005809
                    129,                0.48975,                0.74916,                 1.1196,                0.58907,                   0.77,                0.71288,                0.35189,                 1.8784,                 1.1266,                  3.778,               0.005776,               0.005776,               0.005776
                    130,                0.50097,                0.75922,                 1.1252,                0.53702,                   0.84,                 0.7213,                 0.3553,                 1.9318,                 1.1741,                 3.9797,               0.005743,               0.005743,               0.005743
                    131,                0.50267,                0.77222,                 1.1332,                0.59714,                   0.84,                0.75223,                0.35861,                 1.9116,                 1.1433,                 3.9871,                0.00571,                0.00571,                0.00571
                    132,                0.50331,                0.74146,                 1.1281,                0.66523,                   0.87,                0.75012,                0.36637,                 1.9191,                 1.0572,                 4.0179,               0.005677,               0.005677,               0.005677
